LIBELLEOPERATION,categorie_nom,CATEGORIE
CATERPILLAR PCE,Shopping,1
CELIO,Shopping,1
CELIO AGADIR,Shopping,1
CELIO AL MAZAR,Shopping,1
CELIO BF,Shopping,1
CELIO CASA VILL,Shopping,1
CELIO CE,Shopping,1
CELIO CLUB AP,Shopping,1
CELIO FES,Shopping,1
CELIO HAY RIAD,Shopping,1
CELIO M M,Shopping,1
CELIO MARJANE M,Shopping,1
CELIO OUJDA,Shopping,1
CELIO ROUGE AP,Shopping,1
CENTURY SHOES,Shopping,1
CHAUSSURE LINDA,Shopping,1
CHAUSSURE NARJI,Shopping,1
CHAUSSURES AU D,Shopping,1
CHAUSSURES DE V,Shopping,1
CHAUSSURES EMIL,Shopping,1
CHAUSSURES SCAL,Shopping,1
DIAMANTINE,Shopping,1
DIAMANTINE   MA,Shopping,1
DIAMANTINE  FES,Shopping,1
DIAMANTINE  MAA,Shopping,1
DIAMANTINE  SAR,Shopping,1
DIAMANTINE ABDE,Shopping,1
DIAMANTINE AERO,Shopping,1
DIAMANTINE AFGH,Shopping,1
DIAMANTINE AL M,Shopping,1
DIAMANTINE AP,Shopping,1
DIAMANTINE BELV,Shopping,1
DIAMANTINE BENI,Shopping,1
DIAMANTINE BERN,Shopping,1
DIAMANTINE BF,Shopping,1
DIAMANTINE BOUR,Shopping,1
DIAMANTINE CASA,Shopping,1
DIAMANTINE CE,Shopping,1
DIAMANTINE EL J,Shopping,1
DIAMANTINE EL O,Shopping,1
DIAMANTINE INAR,Shopping,1
DIAMANTINE JAWA,Shopping,1
DIAMANTINE LABE,Shopping,1
DIAMANTINE M M,Shopping,1
DIAMANTINE MA C,Shopping,1
DIAMANTINE MAAR,Shopping,1
DIAMANTINE MARJ,Shopping,1
DIAMANTINE MEDI,Shopping,1
DIAMANTINE MEGA,Shopping,1
DIAMANTINE MEKN,Shopping,1
DIAMANTINE MERS,Shopping,1
DIAMANTINE MOHA,Shopping,1
DIAMANTINE OUJD,Shopping,1
DIAMANTINE PHAR,Shopping,1
DIAMANTINE PREM,Shopping,1
DIAMANTINE PRIN,Shopping,1
DIAMANTINE RABA,Shopping,1
DIAMANTINE SALE,Shopping,1
DIAMANTINE TANG,Shopping,1
DIAMANTINE TEMA,Shopping,1
DIAMANTINE TWIN,Shopping,1
DIAMANTINE ZIRA,Shopping,1
DIAMENTAIRE IBN,Shopping,1
DIM AGDAL,Shopping,1
DIM AL MAZAR,Shopping,1
DIM CASABLANCA,Shopping,1
DIM CE,Shopping,1
DIM MAARIF,Shopping,1
DIM MEGA MALL,Shopping,1
DIM MM,Shopping,1
DIM RABAT MEGAM,Shopping,1
DPAM AGDAL RABA,Shopping,1
DPAM HAY RIAD,Shopping,1
DPAM MAARIF CAS,Shopping,1
DPAM MEGA MALL,Shopping,1
DPAM MM CASA,Shopping,1
ERAM AP,Shopping,1
ERAM BF,Shopping,1
ERAM CASA RACIN,Shopping,1
ERAM CE,Shopping,1
ERAM RAK,Shopping,1
ERAM RBT AGDAL,Shopping,1
ETAM AGDAL RABA,Shopping,1
ETAM LING CASA,Shopping,1
ETAM LING MM CA,Shopping,1
ETAM LINGERIE H,Shopping,1
ETAM MARJANE,Shopping,1
ETAM MEGA MALL,Shopping,1
ETAM PAP CASA,Shopping,1
ETAM PAP HAY RI,Shopping,1
ETAM PAP MM CAS,Shopping,1
ETAM PLAZA MARR,Shopping,1
EXCLUSIVE,Shopping,1
EXCLUSIVE A P,Shopping,1
EXCLUSIVE AGDAL,Shopping,1
EXCLUSIVE B F,Shopping,1
EXCLUSIVE CE,Shopping,1
EXCLUSIVE EL JA,Shopping,1
EXCLUSIVE M M,Shopping,1
EXCLUSIVE MARRA,Shopping,1
INTERSPORT CASA,Shopping,1
JENNYFER AL MAZ,Shopping,1
JENNYFER AP,Shopping,1
JENNYFER BF,Shopping,1
JENNYFER M M,Shopping,1
JENNYFER RABAT,Shopping,1
JULES AGDAL,Shopping,1
JULES HAY RYAD,Shopping,1
JULES MAARIF,Shopping,1
JULES MEGA MALL,Shopping,1
JULES MM CASA,Shopping,1
K SHOP,Shopping,1
K SHOP  D FES,Shopping,1
K SHOP D ACIMA,Shopping,1
K SHOP D CASA B,Shopping,1
K SHOP D GHANDI,Shopping,1
K SHOP D LABEL,Shopping,1
K SHOP D MARJ D,Shopping,1
K SHOP D MARJ T,Shopping,1
K SHOP D MOHAMM,Shopping,1
K SHOP D PLAZZA,Shopping,1
K SHOP D TANGER,Shopping,1
K SHOP D ZIRAOU,Shopping,1
KEITO,Shopping,1
KEITO BD  MED V,Shopping,1
KEITO BF,Shopping,1
KEITO CE,Shopping,1
KEITO LABEL GAL,Shopping,1
KEITO M M  A D,Shopping,1
KEITO MARJANE A,Shopping,1
KEITO MARJANE D,Shopping,1
KEITO MARJANE H,Shopping,1
KEITO MARJANE S,Shopping,1
KEITO MARRAKECH,Shopping,1
KTLC AGADIR,Shopping,1
KTLC AL MAZAR,Shopping,1
KTLC AP,Shopping,1
KTLC BF,Shopping,1
KTLC M M,Shopping,1
KTLC MAARIF,Shopping,1
KTLC MARJANE AG,Shopping,1
KTLC MARJANE CA,Shopping,1
KTLC MARJANE HA,Shopping,1
KTLC MARJANE OU,Shopping,1
KTLC MARJANE RA,Shopping,1
KTLC MASSIRA,Shopping,1
KTLC MASSIRA KH,Shopping,1
KTLC PLAZZA,Shopping,1
LA BOUTIQUE,Shopping,1
LA BOUTIQUE DE,Shopping,1
LA BOUTIQUE DU,Shopping,1
LA BOUTIQUE STO,Shopping,1
LACOSTE CE,Shopping,1
LACOSTE MARINA,Shopping,1
LACOSTE SAIDIA,Shopping,1
LC KEITO LABEL,Shopping,1
LC KEITO LABELV,Shopping,1
LC KEITO MARJ S,Shopping,1
LC KEITO TARGA,Shopping,1
LC WAIKIKI C  C,Shopping,1
LC WAIKIKI DERB,Shopping,1
LC WAIKIKI ENFA,Shopping,1
LC WAIKIKI FEMM,Shopping,1
LC WAIKIKI M M,Shopping,1
LC WAIKIKI RETA,Shopping,1
LC WAIKIKI SALE,Shopping,1
LEE  COOPER,Shopping,1
LEE  COOPER  MA,Shopping,1
LEE COOPER,Shopping,1
LEE COOPER AL M,Shopping,1
LEE COOPER M M,Shopping,1
LEE COOPER MARJ,Shopping,1
MARWA,Shopping,1
MARWA    MARS,Shopping,1
MARWA  AGDAL,Shopping,1
MARWA  ANFA,Shopping,1
MARWA  CASA,Shopping,1
MARWA  MARRAKEC,Shopping,1
MARWA  MEKNES,Shopping,1
MARWA  TAWADA,Shopping,1
MARWA ABDELMOUM,Shopping,1
MARWA AGADIR HA,Shopping,1
MARWA AGADIR II,Shopping,1
MARWA AL ARABI,Shopping,1
MARWA AL MAZAR,Shopping,1
MARWA BD ANFA,Shopping,1
MARWA BD MED  V,Shopping,1
MARWA BENI MELL,Shopping,1
MARWA BF,Shopping,1
MARWA BOURGOGNE,Shopping,1
MARWA CARRE EDE,Shopping,1
MARWA CASA BOUR,Shopping,1
MARWA CASA PORT,Shopping,1
MARWA CE,Shopping,1
MARWA CENTRE VI,Shopping,1
MARWA EL JADIDA,Shopping,1
MARWA FES AGDAL,Shopping,1
MARWA GAUTHIER,Shopping,1
MARWA GHANDI,Shopping,1
MARWA GUELIZ,Shopping,1
MARWA HASSAN II,Shopping,1
MARWA KENITRA,Shopping,1
MARWA M M,Shopping,1
MARWA MAARIF,Shopping,1
MARWA MARJ MEDI,Shopping,1
MARWA MARJANE F,Shopping,1
MARWA MARJANE O,Shopping,1
MARWA MARJANE R,Shopping,1
MARWA MARJANE S,Shopping,1
MARWA MARJANE T,Shopping,1
MARWA MEGA MALL,Shopping,1
MARWA MEKNES II,Shopping,1
MARWA MOHAMEDIA,Shopping,1
MARWA NADOR,Shopping,1
MARWA OQBA,Shopping,1
MARWA OUJDA,Shopping,1
MARWA PLAZA,Shopping,1
MARWA PRINCE,Shopping,1
MARWA PRINCE HE,Shopping,1
MARWA SAFI,Shopping,1
MARWA SALE,Shopping,1
MARWA TANGER BV,Shopping,1
MARWA TARGA,Shopping,1
MAXI LV  A SEBA,Shopping,1
MAXI LV  FES G,Shopping,1
MAXI LV AGADIR,Shopping,1
MAXI LV BOUSKOU,Shopping,1
MAXI LV FB SALE,Shopping,1
MAXI LV FES A,Shopping,1
MAXI LV MARRAKE,Shopping,1
MAXI LV OUJDA G,Shopping,1
MAXI LV RABAT A,Shopping,1
MAXI LV RABAT G,Shopping,1
MAXI LV SEBAA G,Shopping,1
MAXI LV SIDI KA,Shopping,1
MAXI LV TANGER,Shopping,1
MAXI LV TAZA G,Shopping,1
MEC CARLY BENI,Shopping,1
MEC CARLY EL JA,Shopping,1
MEC CARLY MAARI,Shopping,1
MEC CARLY MERS,Shopping,1
MEC CARLY OUJDA,Shopping,1
MEC CARLY PRINC,Shopping,1
MEC CARLY RABAT,Shopping,1
MEC CARLY TANGE,Shopping,1
MOXE,Shopping,1
MOXE  OUJDA,Shopping,1
MOXE AGADIR,Shopping,1
MOXE BF,Shopping,1
MOXE DAKHLA,Shopping,1
MOXE EL JADIDA,Shopping,1
MOXE KENITRA,Shopping,1
MOXE M M,Shopping,1
MOXE MAARIF,Shopping,1
MOXE MARJ BOURE,Shopping,1
MOXE MARJ MKCH,Shopping,1
MOXE MARJANE CA,Shopping,1
MOXE MARJANE OU,Shopping,1
MOXE MARJANE SA,Shopping,1
MOXE MJ,Shopping,1
MOXE MKCH MAZAR,Shopping,1
MOXE NADOR,Shopping,1
MOXE P  MY ABDA,Shopping,1
MOXE SAFI,Shopping,1
MOXE TANGER,Shopping,1
OGADEN CARLY AG,Shopping,1
OGADEN CARLY BF,Shopping,1
OGADEN CARLY FE,Shopping,1
OGADEN CARLY GU,Shopping,1
OGADEN CARLY KE,Shopping,1
OGADEN CARLY ME,Shopping,1
OGGI SHOES,Shopping,1
OKAIDI   CASA,Shopping,1
OKAIDI  MEKNES,Shopping,1
OKAIDI  RABAT,Shopping,1
OKAIDI M MALL,Shopping,1
OKAIDI MARRAKEC,Shopping,1
PARFOIS BF,Shopping,1
PARFOIS CASA,Shopping,1
PARFOIS M MALL,Shopping,1
PARFOIS MARRAKE,Shopping,1
PARFOIS RABAT,Shopping,1
PARFUM SECRET B,Shopping,1
PARFUMERIE,Shopping,1
PARFUMERIE  MIA,Shopping,1
PARFUMERIE  SEC,Shopping,1
PARFUMERIE ABDE,Shopping,1
PARFUMERIE AL A,Shopping,1
PARFUMERIE ALAK,Shopping,1
PARFUMERIE AMAS,Shopping,1
PARFUMERIE ARIJ,Shopping,1
PARFUMERIE BAYT,Shopping,1
PARFUMERIE BENH,Shopping,1
PARFUMERIE BENN,Shopping,1
PARFUMERIE BERR,Shopping,1
PARFUMERIE CENT,Shopping,1
PARFUMERIE CHAN,Shopping,1
PARFUMERIE CHIP,Shopping,1
PARFUMERIE CLE,Shopping,1
PARFUMERIE CLEO,Shopping,1
PARFUMERIE D AL,Shopping,1
PARFUMERIE D AN,Shopping,1
PARFUMERIE DE F,Shopping,1
PARFUMERIE DU P,Shopping,1
PARFUMERIE EL H,Shopping,1
PARFUMERIE EL Y,Shopping,1
PARFUMERIE FOR,Shopping,1
PARFUMERIE IDOL,Shopping,1
PARFUMERIE IFRA,Shopping,1
PARFUMERIE ISIS,Shopping,1
PARFUMERIE JASM,Shopping,1
PARFUMERIE JAWH,Shopping,1
PARFUMERIE JURA,Shopping,1
PARFUMERIE LA C,Shopping,1
PARFUMERIE LAHY,Shopping,1
PARFUMERIE LE C,Shopping,1
PARFUMERIE LEMD,Shopping,1
PARFUMERIE LES,Shopping,1
PARFUMERIE LOVE,Shopping,1
PARFUMERIE MARA,Shopping,1
PARFUMERIE MOUD,Shopping,1
PARFUMERIE MUSC,Shopping,1
PARFUMERIE OSCA,Shopping,1
PARFUMERIE OUBI,Shopping,1
PARFUMERIE OUSS,Shopping,1
PARFUMERIE PALM,Shopping,1
PARFUMERIE PRES,Shopping,1
PARFUMERIE RADY,Shopping,1
PARFUMERIE RANI,Shopping,1
PARFUMERIE REGE,Shopping,1
PARFUMERIE SAIF,Shopping,1
PARFUMERIE SECR,Shopping,1
PARFUMERIE SUIS,Shopping,1
PARFUMERIE TAOU,Shopping,1
SCALI   MARJANE,Shopping,1
SCALI  MED V CA,Shopping,1
SCALI FES,Shopping,1
SCALI MAARIF,Shopping,1
SCALI MEKNES,Shopping,1
SCALI OUJDA,Shopping,1
SCALI RABAT,Shopping,1
SCALI TANGER,Shopping,1
TISSU TRADITION,Shopping,1
TISSUS DEBBANI,Shopping,1
TISSUS HOME,Shopping,1
TISSUS RAZANE,Shopping,1
TISSUS SAYARH,Shopping,1
TISSUS SAYARH A,Shopping,1
YVES  ROCHER,Shopping,1
YVES  ROCHER  D,Shopping,1
YVES  ROCHER  M,Shopping,1
YVES  ROCHER  N,Shopping,1
YVES  ROCHER  O,Shopping,1
YVES  ROCHER  P,Shopping,1
YVES ROCHER,Shopping,1
YVES ROCHER   M,Shopping,1
YVES ROCHER  SE,Shopping,1
YVES ROCHER ACI,Shopping,1
YVES ROCHER ASW,Shopping,1
YVES ROCHER BER,Shopping,1
YVES ROCHER BF,Shopping,1
YVES ROCHER BOU,Shopping,1
YVES ROCHER CE,Shopping,1
YVES ROCHER FES,Shopping,1
YVES ROCHER GUE,Shopping,1
YVES ROCHER KEN,Shopping,1
YVES ROCHER KHE,Shopping,1
YVES ROCHER LAB,Shopping,1
YVES ROCHER MAR,Shopping,1
YVES ROCHER MAZ,Shopping,1
YVES ROCHER MED,Shopping,1
YVES ROCHER MEG,Shopping,1
YVES ROCHER MEK,Shopping,1
YVES ROCHER MOT,Shopping,1
YVES ROCHER MY,Shopping,1
YVES ROCHER SAL,Shopping,1
YVES ROCHER SEB,Shopping,1
YVES ROCHER SO,Shopping,1
YVES ROCHER TAZ,Shopping,1
YVES ROCHER TEM,Shopping,1
YVES ROCHER TIZ,Shopping,1
YVES ROCHER ZIR,Shopping,1
ZARA AGADIR A,Shopping,1
ZARA AGADIR G,Shopping,1
ZARA HOME CASA,Shopping,1
ZARA HOME G,Shopping,1
ZARA HOME M M,Shopping,1
ZARA M M,Shopping,1
ZARA MAROC,Shopping,1
ZARA MARRAKECH,Shopping,1
ZARKA SHOP,Shopping,1
   CAFE,CafésEtRestaurants,2
A LA PREFERENCE,CafésEtRestaurants,2
ABHM CAFE LA PE,CafésEtRestaurants,2
ABHM SNACK PISC,CafésEtRestaurants,2
AIN DIAB COFFEE,CafésEtRestaurants,2
ALAMIA RESTAURA,CafésEtRestaurants,2
ATLAS HOS REST,CafésEtRestaurants,2
BAR   RESTAURAN,CafésEtRestaurants,2
BAR  AL  MANDAR,CafésEtRestaurants,2
BAR  EL  KHAIMA,CafésEtRestaurants,2
BAR  L AMIRAUTE,CafésEtRestaurants,2
BAR  LA  NASSE,CafésEtRestaurants,2
BAR  PHENIX,CafésEtRestaurants,2
BAR  PISCINE,CafésEtRestaurants,2
BAR ABBASSIA,CafésEtRestaurants,2
BAR ABOU NOUASS,CafésEtRestaurants,2
BAR AGDAL CAFE,CafésEtRestaurants,2
BAR AMBIANCE,CafésEtRestaurants,2
BAR ARABE,CafésEtRestaurants,2
BAR CIGARE RM,CafésEtRestaurants,2
BAR DARKOUM,CafésEtRestaurants,2
BAR DOUIRIA,CafésEtRestaurants,2
BAR FES,CafésEtRestaurants,2
BAR HALL TILDI,CafésEtRestaurants,2
BAR ICHBILIA,CafésEtRestaurants,2
BAR KARMOUSSA,CafésEtRestaurants,2
BAR LA FREGATTE,CafésEtRestaurants,2
BAR LAURENCE,CafésEtRestaurants,2
BAR LE FOUNDOUK,CafésEtRestaurants,2
BAR LE GRAND SA,CafésEtRestaurants,2
BAR LIVE,CafésEtRestaurants,2
BAR LOUNGE HDG,CafésEtRestaurants,2
BAR MAISON BLAN,CafésEtRestaurants,2
BAR MAMMA MIA,CafésEtRestaurants,2
BAR NAMASKAR,CafésEtRestaurants,2
BAR NAOURA BARR,CafésEtRestaurants,2
BAR OASIS,CafésEtRestaurants,2
BAR PACO PETIT,CafésEtRestaurants,2
BAR PANORAMA,CafésEtRestaurants,2
BAR PUB TAFOUKT,CafésEtRestaurants,2
BAR REST  FUMOI,CafésEtRestaurants,2
BAR ROOFTOP SAH,CafésEtRestaurants,2
BAR SAINT EXPUR,CafésEtRestaurants,2
BAR TITAN,CafésEtRestaurants,2
BAR TOUR HASSAN,CafésEtRestaurants,2
BRASSERIE ASNI,CafésEtRestaurants,2
BRASSERIE DE FL,CafésEtRestaurants,2
BRASSERIE LE DI,CafésEtRestaurants,2
BRASSERIE MARCE,CafésEtRestaurants,2
CAFE,CafésEtRestaurants,2
CAFE  ARABE,CafésEtRestaurants,2
CAFE  COTTON,CafésEtRestaurants,2
CAFE BELLA VIST,CafésEtRestaurants,2
CAFE BIANCA,CafésEtRestaurants,2
CAFE BOUSKRI,CafésEtRestaurants,2
CAFE CHEZ MAXI,CafésEtRestaurants,2
CAFE COTON RABA,CafésEtRestaurants,2
CAFE DE L AFRIQ,CafésEtRestaurants,2
CAFE DEL MAR,CafésEtRestaurants,2
CAFE DINO,CafésEtRestaurants,2
CAFE DU LIVRE S,CafésEtRestaurants,2
CAFE ET LOISIRS,CafésEtRestaurants,2
CAFE EXTRABLATT,CafésEtRestaurants,2
CAFE FASHION HO,CafésEtRestaurants,2
CAFE GLAMOUR,CafésEtRestaurants,2
CAFE L OPERA,CafésEtRestaurants,2
CAFE LA RUCHE,CafésEtRestaurants,2
CAFE LOBO,CafésEtRestaurants,2
CAFE LOBO CARRE,CafésEtRestaurants,2
CAFE M,CafésEtRestaurants,2
CAFE PURE BOUTI,CafésEtRestaurants,2
CAFE REST BENID,CafésEtRestaurants,2
CAFE REST BLADN,CafésEtRestaurants,2
CAFE REST PALAI,CafésEtRestaurants,2
CAFE REST SAMAR,CafésEtRestaurants,2
CAFE RESTAURANT,CafésEtRestaurants,2
CAFE RESTO LE T,CafésEtRestaurants,2
CAFE SNACK CLAS,CafésEtRestaurants,2
CAFE VERGNANO,CafésEtRestaurants,2
CAFE VERGNANO M,CafésEtRestaurants,2
COFFEE SHOP   F,CafésEtRestaurants,2
COFFEE SHOP CAS,CafésEtRestaurants,2
COFFEE SHOP COM,CafésEtRestaurants,2
COFFEESHOP COMP,CafésEtRestaurants,2
COMPTOIR  DU  B,CafésEtRestaurants,2
COMPTOIR AUTO M,CafésEtRestaurants,2
COMPTOIR BOUREG,CafésEtRestaurants,2
COMPTOIR D ELEC,CafésEtRestaurants,2
COMPTOIR DARNA,CafésEtRestaurants,2
COMPTOIR DES BR,CafésEtRestaurants,2
COMPTOIR LA CAP,CafésEtRestaurants,2
COMPTOIR LAUREN,CafésEtRestaurants,2
COMPTOIR MODERN,CafésEtRestaurants,2
COMPTOIR PARIS,CafésEtRestaurants,2
DOMINO S PIZZA,CafésEtRestaurants,2
DOMINOS PIZZA B,CafésEtRestaurants,2
DOMINOS PIZZA C,CafésEtRestaurants,2
DOMINOS PIZZA H,CafésEtRestaurants,2
DOMINOS PIZZA M,CafésEtRestaurants,2
DOMINOS PIZZA T,CafésEtRestaurants,2
KENZI LOBBY BAR,CafésEtRestaurants,2
KENZI REST INSE,CafésEtRestaurants,2
LUIGI EL JADIDA,CafésEtRestaurants,2
LUIGI GRIECO SA,CafésEtRestaurants,2
LUIGI KENITRA,CafésEtRestaurants,2
LUIGI MED,CafésEtRestaurants,2
LUIGI SIDI MAAR,CafésEtRestaurants,2
LUIGI ZERKTOUNI,CafésEtRestaurants,2
MC DO  AGADIR P,CafésEtRestaurants,2
MC DO  AIN DIAB,CafésEtRestaurants,2
MC DO  CASA CAL,CafésEtRestaurants,2
MC DO  CASA ZIR,CafésEtRestaurants,2
MC DO  FES,CafésEtRestaurants,2
MC DO  KENITRA,CafésEtRestaurants,2
MC DO  MAARIF,CafésEtRestaurants,2
MC DO  MERS SUL,CafésEtRestaurants,2
MC DO  MKCH  GU,CafésEtRestaurants,2
MC DO  RABAT AG,CafésEtRestaurants,2
MC DO  RABAT HA,CafésEtRestaurants,2
MC DO  TANGER V,CafésEtRestaurants,2
MC DO AGADIR DR,CafésEtRestaurants,2
MC DO CASA   MA,CafésEtRestaurants,2
MC DO CASA HERM,CafésEtRestaurants,2
MC DO CASA PORT,CafésEtRestaurants,2
MC DO CORNICHE,CafésEtRestaurants,2
MC DO DERB SULT,CafésEtRestaurants,2
MC DO ELJADIDA,CafésEtRestaurants,2
MC DO KHOURIBGA,CafésEtRestaurants,2
MC DO M M,CafésEtRestaurants,2
MC DO MARINA,CafésEtRestaurants,2
MC DO MARJANE A,CafésEtRestaurants,2
MC DO MARJANE M,CafésEtRestaurants,2
MC DO MARJANE T,CafésEtRestaurants,2
MC DO MARRAKECH,CafésEtRestaurants,2
MC DO MED V,CafésEtRestaurants,2
MC DO MEKNES,CafésEtRestaurants,2
MC DO NADOR,CafésEtRestaurants,2
MC DO OUJDA,CafésEtRestaurants,2
MC DO RABAT VIL,CafésEtRestaurants,2
MC DO TANGER PL,CafésEtRestaurants,2
MC DO TETOUAN,CafésEtRestaurants,2
OLIVERI,CafésEtRestaurants,2
OLIVERI AGDAL,CafésEtRestaurants,2
OLIVERI BF,CafésEtRestaurants,2
OLIVERI CE,CafésEtRestaurants,2
OLIVERI M M,CafésEtRestaurants,2
OLIVERI MAARIF,CafésEtRestaurants,2
OLIVERI MOHAMME,CafésEtRestaurants,2
OLIVERI SOUISSI,CafésEtRestaurants,2
PIZZA  HUT  TET,CafésEtRestaurants,2
PIZZA CATANZARO,CafésEtRestaurants,2
PIZZA HUT,CafésEtRestaurants,2
PIZZA HUT AGADI,CafésEtRestaurants,2
PIZZA HUT AIN S,CafésEtRestaurants,2
PIZZA HUT AV DE,CafésEtRestaurants,2
PIZZA HUT BELVE,CafésEtRestaurants,2
PIZZA HUT CASA,CafésEtRestaurants,2
PIZZA HUT GHAND,CafésEtRestaurants,2
PIZZA HUT KENIT,CafésEtRestaurants,2
PIZZA HUT MARJA,CafésEtRestaurants,2
PIZZA HUT MARRA,CafésEtRestaurants,2
PIZZA HUT MEKNE,CafésEtRestaurants,2
PIZZA HUT MKECH,CafésEtRestaurants,2
PIZZA HUT MY DR,CafésEtRestaurants,2
PIZZA HUT MY YO,CafésEtRestaurants,2
PIZZA HUT Q HOP,CafésEtRestaurants,2
PIZZA HUT RABAT,CafésEtRestaurants,2
PIZZA HUT TAHA,CafésEtRestaurants,2
PIZZA HUT TANGE,CafésEtRestaurants,2
PIZZA HUT VELOD,CafésEtRestaurants,2
PIZZA ITALIA,CafésEtRestaurants,2
PIZZA LAHBIB,CafésEtRestaurants,2
PIZZA PHONE SAR,CafésEtRestaurants,2
PIZZA PINO   AP,CafésEtRestaurants,2
PIZZA PINOS,CafésEtRestaurants,2
PIZZAGHETTI,CafésEtRestaurants,2
PIZZAHUT MERS S,CafésEtRestaurants,2
PIZZERIA  AL FO,CafésEtRestaurants,2
PIZZERIA AL AND,CafésEtRestaurants,2
PIZZERIA MANDAL,CafésEtRestaurants,2
REST   CRISTAL,CafésEtRestaurants,2
REST   DAKHLA,CafésEtRestaurants,2
REST   PACO PET,CafésEtRestaurants,2
REST  AL FASSIA,CafésEtRestaurants,2
REST  ATLAS,CafésEtRestaurants,2
REST  BAHIA,CafésEtRestaurants,2
REST  CAESARS,CafésEtRestaurants,2
REST  CAP BLANC,CafésEtRestaurants,2
REST  CHERGUI,CafésEtRestaurants,2
REST  DAR BATHA,CafésEtRestaurants,2
REST  EL  DORAD,CafésEtRestaurants,2
REST  EL MORABI,CafésEtRestaurants,2
REST  FANATIC,CafésEtRestaurants,2
REST  ISSA  BLA,CafésEtRestaurants,2
REST  JOUNAINA,CafésEtRestaurants,2
REST  KALYPSO,CafésEtRestaurants,2
REST  L ANNEXE,CafésEtRestaurants,2
REST  L ARGANIE,CafésEtRestaurants,2
REST  L AS D LY,CafésEtRestaurants,2
REST  L ENTRECO,CafésEtRestaurants,2
REST  L ESCALE,CafésEtRestaurants,2
REST  LA GRENOU,CafésEtRestaurants,2
REST  LA ROSERA,CafésEtRestaurants,2
REST  LA SULTAN,CafésEtRestaurants,2
REST  LAGON BLE,CafésEtRestaurants,2
REST  LAYALIT,CafésEtRestaurants,2
REST  LE  VOILI,CafésEtRestaurants,2
REST  LE DAUPHI,CafésEtRestaurants,2
REST  LOUNGE,CafésEtRestaurants,2
REST  MAISON  A,CafésEtRestaurants,2
REST  MARBELLA,CafésEtRestaurants,2
REST  MERIDIANA,CafésEtRestaurants,2
REST  RELAIS PA,CafésEtRestaurants,2
REST  ROSE MARI,CafésEtRestaurants,2
REST  ROYAL  GA,CafésEtRestaurants,2
REST  RYAD EL F,CafésEtRestaurants,2
REST  TAZOTA,CafésEtRestaurants,2
REST  TEX  MEX,CafésEtRestaurants,2
REST  TIR AUX P,CafésEtRestaurants,2
REST  TOM YAM,CafésEtRestaurants,2
REST  V I P TAN,CafésEtRestaurants,2
REST  VERSAILLE,CafésEtRestaurants,2
REST ACHIG NOUZ,CafésEtRestaurants,2
REST AG HOTEL F,CafésEtRestaurants,2
REST AGENCY,CafésEtRestaurants,2
REST AGORA,CafésEtRestaurants,2
REST AL ARZ,CafésEtRestaurants,2
REST AL BAHIA,CafésEtRestaurants,2
REST AL FASSIA,CafésEtRestaurants,2
REST AL JAZIRA,CafésEtRestaurants,2
REST AL MAWAL,CafésEtRestaurants,2
REST ALADIN LOU,CafésEtRestaurants,2
REST ALPHA PALA,CafésEtRestaurants,2
REST AMARAZ SAH,CafésEtRestaurants,2
REST ANTALYA,CafésEtRestaurants,2
REST ASIATIQUE,CafésEtRestaurants,2
REST ATLAS GOLF,CafésEtRestaurants,2
REST ATTEATUDE,CafésEtRestaurants,2
REST AU HASARD,CafésEtRestaurants,2
REST AU NID D H,CafésEtRestaurants,2
REST AUX   VENT,CafésEtRestaurants,2
REST AUX CREVET,CafésEtRestaurants,2
REST BABYLONE,CafésEtRestaurants,2
REST BALENO,CafésEtRestaurants,2
REST BAR LOFT,CafésEtRestaurants,2
REST BAR PALAIS,CafésEtRestaurants,2
REST BASMANE,CafésEtRestaurants,2
REST BEACH CLUB,CafésEtRestaurants,2
REST BELLA VIST,CafésEtRestaurants,2
REST BELLE VUE,CafésEtRestaurants,2
REST BEN LA CHE,CafésEtRestaurants,2
REST BLANCO RIA,CafésEtRestaurants,2
REST BORJ EDDAR,CafésEtRestaurants,2
REST BROCHETTE,CafésEtRestaurants,2
REST BUFFALO,CafésEtRestaurants,2
REST CAFE DE FR,CafésEtRestaurants,2
REST CAP SPARTE,CafésEtRestaurants,2
REST CARROUSEL,CafésEtRestaurants,2
REST CASA  D IT,CafésEtRestaurants,2
REST CASA GARCI,CafésEtRestaurants,2
REST CASCADES,CafésEtRestaurants,2
REST CHAHRAMANE,CafésEtRestaurants,2
REST CHEESE,CafésEtRestaurants,2
REST CHEZ L ITA,CafésEtRestaurants,2
REST CHEZ SAM,CafésEtRestaurants,2
REST CLUB,CafésEtRestaurants,2
REST COCODRILLO,CafésEtRestaurants,2
REST COMEDIA II,CafésEtRestaurants,2
REST COULEUR DA,CafésEtRestaurants,2
REST CREATIVA,CafésEtRestaurants,2
REST DAFRA  II,CafésEtRestaurants,2
REST DAR LOUBAN,CafésEtRestaurants,2
REST DAR MOHA,CafésEtRestaurants,2
REST DAR RHIZLA,CafésEtRestaurants,2
REST DAR YACOUT,CafésEtRestaurants,2
REST DAR ZITOUN,CafésEtRestaurants,2
REST DE PECHE,CafésEtRestaurants,2
REST DEVELOPPEN,CafésEtRestaurants,2
REST DINARJAT,CafésEtRestaurants,2
REST DIWAN,CafésEtRestaurants,2
REST DIWAN MENA,CafésEtRestaurants,2
REST DOMAINE D,CafésEtRestaurants,2
